Province,Month,Year,Events,Fatalities
Haut-Lomami,December,1999,0,0
Haut-Lomami,January,2000,0,0
Haut-Lomami,February,2000,0,0
Haut-Lomami,March,2000,0,0
Haut-Lomami,April,2000,0,0
Haut-Lomami,May,2000,0,0
Haut-Lomami,June,2000,0,0
Haut-Lomami,July,2000,0,0
Haut-Lomami,August,2000,0,0
Haut-Lomami,September,2000,0,0
Haut-Lomami,October,2000,0,0
Haut-Lomami,November,2000,0,0
Haut-Lomami,December,2000,0,0
Haut-Lomami,January,2001,0,0
Haut-Lomami,February,2001,0,0
Haut-Lomami,March,2001,0,0
Haut-Lomami,April,2001,0,0
Haut-Lomami,May,2001,0,0
Haut-Lomami,June,2001,0,0
Haut-Lomami,July,2001,0,0
Haut-Lomami,August,2001,0,0
Haut-Lomami,September,2001,0,0
Haut-Lomami,October,2001,0,0
Haut-Lomami,November,2001,0,0
Haut-Lomami,December,2001,0,0
Haut-Lomami,January,2002,0,0
Haut-Lomami,February,2002,0,0
Haut-Lomami,March,2002,0,0
Haut-Lomami,April,2002,0,0
Haut-Lomami,May,2002,0,0
Haut-Lomami,June,2002,0,0
Haut-Lomami,July,2002,0,0
Haut-Lomami,August,2002,0,0
Haut-Lomami,September,2002,0,0
Haut-Lomami,October,2002,0,0
Haut-Lomami,November,2002,0,0
Haut-Lomami,December,2002,0,0
Haut-Lomami,January,2003,0,0
Haut-Lomami,February,2003,0,0
Haut-Lomami,March,2003,0,0
Haut-Lomami,April,2003,0,0
Haut-Lomami,May,2003,0,0
Haut-Lomami,June,2003,0,0
Haut-Lomami,July,2003,0,0
Haut-Lomami,August,2003,0,0
Haut-Lomami,September,2003,0,0
Haut-Lomami,October,2003,0,0
Haut-Lomami,November,2003,0,0
Haut-Lomami,December,2003,0,0
Haut-Lomami,January,2004,0,0
Haut-Lomami,February,2004,0,0
Haut-Lomami,March,2004,0,0
Haut-Lomami,April,2004,0,0
Haut-Lomami,May,2004,0,0
Haut-Lomami,June,2004,0,0
Haut-Lomami,July,2004,0,0
Haut-Lomami,August,2004,0,0
Haut-Lomami,September,2004,0,0
Haut-Lomami,October,2004,0,0
Haut-Lomami,November,2004,0,0
Haut-Lomami,December,2004,0,0
Haut-Lomami,January,2005,0,0
Haut-Lomami,March,2005,0,0
Haut-Lomami,April,2005,0,0
Haut-Lomami,May,2005,0,0
Haut-Lomami,June,2005,0,0
Haut-Lomami,July,2005,0,0
Haut-Lomami,August,2005,1,0
Haut-Lomami,September,2005,0,0
Haut-Lomami,October,2005,0,0
Haut-Lomami,November,2005,1,0
Haut-Lomami,December,2005,1,0
Haut-Lomami,January,2006,3,0
Haut-Lomami,February,2006,0,0
Haut-Lomami,March,2006,0,0
Haut-Lomami,April,2006,0,0
Haut-Lomami,May,2006,0,0
Haut-Lomami,June,2006,0,0
Haut-Lomami,July,2006,0,0
Haut-Lomami,August,2006,0,0
Haut-Lomami,September,2006,0,0
Haut-Lomami,October,2006,0,0
Haut-Lomami,November,2006,0,0
Haut-Lomami,December,2006,0,0
Haut-Lomami,January,2007,0,0
Haut-Lomami,February,2007,0,0
Haut-Lomami,March,2007,0,0
Haut-Lomami,April,2007,0,0
Haut-Lomami,May,2007,0,0
Haut-Lomami,June,2007,0,0
Haut-Lomami,July,2007,0,0
Haut-Lomami,August,2007,0,0
Haut-Lomami,September,2007,0,0
Haut-Lomami,October,2007,0,0
Haut-Lomami,November,2007,0,0
Haut-Lomami,December,2007,0,0
Haut-Lomami,January,2008,0,0
Haut-Lomami,February,2008,0,0
Haut-Lomami,March,2008,0,0
Haut-Lomami,April,2008,0,0
Haut-Lomami,May,2008,0,0
Haut-Lomami,June,2008,0,0
Haut-Lomami,July,2008,0,0
Haut-Lomami,August,2008,0,0
Haut-Lomami,September,2008,0,0
Haut-Lomami,October,2008,0,0
Haut-Lomami,November,2008,0,0
Haut-Lomami,December,2008,0,0
Haut-Lomami,January,2009,0,0
Haut-Lomami,February,2009,0,0
Haut-Lomami,March,2009,0,0
Haut-Lomami,April,2009,0,0
Haut-Lomami,May,2009,0,0
Haut-Lomami,June,2009,0,0
Haut-Lomami,July,2009,0,0
Haut-Lomami,August,2009,0,0
Haut-Lomami,September,2009,0,0
Haut-Lomami,October,2009,1,0
Haut-Lomami,November,2009,0,0
Haut-Lomami,December,2009,0,0
Haut-Lomami,January,2010,0,0
Haut-Lomami,February,2010,0,0
Haut-Lomami,March,2010,0,0
Haut-Lomami,April,2010,0,0
Haut-Lomami,May,2010,0,0
Haut-Lomami,June,2010,0,0
Haut-Lomami,July,2010,0,0
Haut-Lomami,August,2010,0,0
Haut-Lomami,September,2010,0,0
Haut-Lomami,October,2010,0,0
Haut-Lomami,November,2010,0,0
Haut-Lomami,December,2010,0,0
Haut-Lomami,January,2011,0,0
Haut-Lomami,February,2011,0,0
Haut-Lomami,March,2011,0,0
Haut-Lomami,April,2011,0,0
Haut-Lomami,May,2011,0,0
Haut-Lomami,June,2011,0,0
Haut-Lomami,July,2011,0,0
Haut-Lomami,August,2011,0,0
Haut-Lomami,September,2011,0,0
Haut-Lomami,October,2011,0,0
Haut-Lomami,November,2011,0,0
Haut-Lomami,December,2011,0,0
Haut-Lomami,January,2012,0,0
Haut-Lomami,February,2012,0,0
Haut-Lomami,March,2012,0,0
Haut-Lomami,April,2012,0,0
Haut-Lomami,May,2012,0,0
Haut-Lomami,June,2012,0,0
Haut-Lomami,July,2012,0,0
Haut-Lomami,August,2012,0,0
Haut-Lomami,September,2012,0,0
Haut-Lomami,October,2012,0,0
Haut-Lomami,November,2012,0,0
Haut-Lomami,December,2012,0,0
Haut-Lomami,February,2013,0,0
Haut-Lomami,March,2013,0,0
Haut-Lomami,April,2013,0,0
Haut-Lomami,May,2013,0,0
Haut-Lomami,June,2013,0,0
Haut-Lomami,July,2013,0,0
Haut-Lomami,August,2013,0,0
Haut-Lomami,September,2013,0,0
Haut-Lomami,October,2013,0,0
Haut-Lomami,December,2013,0,0
Haut-Lomami,January,2014,0,0
Haut-Lomami,February,2014,0,0
Haut-Lomami,March,2014,0,0
Haut-Lomami,April,2014,0,0
Haut-Lomami,May,2014,0,0
Haut-Lomami,June,2014,0,0
Haut-Lomami,July,2014,0,0
Haut-Lomami,August,2014,0,0
Haut-Lomami,September,2014,0,0
Haut-Lomami,October,2014,0,0
Haut-Lomami,November,2014,0,0
Haut-Lomami,December,2014,0,0
Haut-Lomami,January,2015,0,0
Haut-Lomami,February,2015,0,0
Haut-Lomami,March,2015,0,0
Haut-Lomami,April,2015,0,0
Haut-Lomami,May,2015,0,0
Haut-Lomami,June,2015,0,0
Haut-Lomami,August,2015,0,0
Haut-Lomami,September,2015,0,0
Haut-Lomami,October,2015,0,0
Haut-Lomami,November,2015,0,0
Haut-Lomami,December,2015,0,0
Haut-Lomami,January,2016,0,0
Haut-Lomami,February,2016,0,0
Haut-Lomami,March,2016,0,0
Haut-Lomami,April,2016,0,0
Haut-Lomami,May,2016,0,0
Haut-Lomami,June,2016,0,0
Haut-Lomami,July,2016,0,0
Haut-Lomami,August,2016,0,0
Haut-Lomami,September,2016,0,0
Haut-Lomami,November,2016,0,0
Haut-Lomami,December,2016,0,0
Haut-Lomami,January,2017,0,0
Haut-Lomami,February,2017,0,0
Haut-Lomami,April,2017,0,0
Haut-Lomami,May,2017,0,0
Haut-Lomami,June,2017,0,0
Haut-Lomami,July,2017,0,0
Haut-Lomami,August,2017,0,0
Haut-Lomami,September,2017,0,0
Haut-Lomami,October,2017,0,0
Haut-Lomami,November,2017,0,0
Haut-Lomami,January,2018,0,0
Haut-Lomami,February,2018,0,0
Haut-Lomami,March,2018,0,0
Haut-Lomami,April,2018,0,0
Haut-Lomami,May,2018,0,0
Haut-Lomami,June,2018,0,0
Haut-Lomami,July,2018,0,0
Haut-Lomami,August,2018,0,0
Haut-Lomami,September,2018,0,0
Haut-Lomami,October,2018,0,0
Haut-Lomami,November,2018,0,0
Haut-Lomami,December,2018,0,0
Haut-Lomami,January,2019,0,0
Haut-Lomami,February,2019,0,0
Haut-Lomami,March,2019,0,0
Haut-Lomami,April,2019,0,0
Haut-Lomami,May,2019,0,0
Haut-Lomami,June,2019,0,0
Haut-Lomami,July,2019,0,0
Haut-Lomami,August,2019,0,0
Haut-Lomami,September,2019,0,0
Haut-Lomami,October,2019,0,0
Haut-Lomami,November,2019,0,0
Haut-Lomami,December,2019,0,0
Haut-Lomami,January,2020,0,0
Haut-Lomami,February,2020,0,0
Haut-Lomami,March,2020,0,0
Haut-Lomami,April,2020,0,0
Haut-Lomami,June,2020,0,0
Haut-Lomami,July,2020,0,0
Haut-Lomami,August,2020,0,0
Haut-Lomami,September,2020,0,0
Haut-Lomami,October,2020,0,0
Haut-Lomami,November,2020,0,0
Haut-Lomami,December,2020,0,0
Haut-Lomami,January,2021,0,0
Haut-Lomami,February,2021,0,0
Haut-Lomami,March,2021,0,0
Haut-Lomami,April,2021,0,0
Haut-Lomami,May,2021,0,0
Haut-Lomami,July,2021,0,0
Haut-Lomami,August,2021,1,0
Haut-Lomami,September,2021,0,0
Haut-Lomami,October,2021,0,0
Haut-Lomami,November,2021,0,0
Haut-Lomami,December,2021,0,0
Haut-Lomami,January,2022,0,0
Haut-Lomami,February,2022,0,0
Haut-Lomami,March,2022,0,0
Haut-Lomami,April,2022,0,0
Haut-Lomami,May,2022,0,0
Haut-Lomami,June,2022,0,0
Haut-Lomami,July,2022,0,0
Haut-Lomami,August,2022,0,0
Haut-Lomami,September,2022,0,0
Haut-Lomami,October,2022,0,0
Haut-Lomami,November,2022,0,0
Haut-Lomami,December,2022,0,0
Haut-Lomami,January,2023,0,0
Haut-Lomami,February,2023,0,0
Haut-Lomami,March,2023,0,0
Haut-Lomami,April,2023,0,0
Haut-Lomami,May,2023,0,0
Haut-Lomami,June,2023,0,0
Haut-Lomami,July,2023,0,0
Haut-Lomami,August,2023,0,0
Haut-Lomami,September,2023,0,0
Haut-Lomami,October,2023,0,0
Haut-Lomami,November,2023,0,0
Haut-Lomami,December,2023,1,0
Haut-Lomami,January,2024,1,0
Haut-Lomami,February,2024,0,0
Haut-Lomami,March,2024,0,0
Haut-Lomami,April,2024,0,0
Haut-Lomami,May,2024,0,0
Haut-Lomami,June,2024,0,0
Haut-Lomami,July,2024,0,0
Haut-Lomami,August,2024,0,0
Haut-Lomami,September,2024,0,0
Haut-Lomami,October,2024,0,0
Haut-Lomami,November,2024,0,0
Haut-Lomami,December,2024,0,0
Haut-Lomami,January,2025,0,0
Haut-Lomami,February,2025,0,0
Haut-Lomami,March,2025,0,0
Haut-Lomami,April,2025,0,0
Haut-Lomami,May,2025,0,0
Haut-Lomami,June,2025,0,0
Haut-Lomami,August,2025,0,0
Haut-Lomami,September,2025,0,0
Haut-Lomami,October,2025,0,0
Haut-Lomami,November,2025,0,0
Haut-Lomami,December,2025,0,0
Haut-Lomami,January,2026,0,0
Haut-Lomami,November,2013,1,1
Haut-Lomami,December,2017,1,1
Haut-Lomami,May,2020,2,1
Haut-Lomami,October,2016,1,2
Haut-Lomami,March,2017,1,3
Haut-Lomami,January,2013,1,4
Haut-Lomami,July,2015,2,7
Haut-Lomami,July,2025,3,11
Haut-Lomami,February,2005,1,16
Haut-Lomami,June,2021,4,23
Sud-Kivu,January,1997,0,0
Sud-Kivu,February,1997,0,0
Sud-Kivu,March,1997,1,0
Sud-Kivu,April,1997,0,0
Sud-Kivu,June,1997,1,0
Sud-Kivu,July,1997,0,0
Sud-Kivu,August,1997,0,0
Sud-Kivu,September,1997,0,0
Sud-Kivu,October,1997,0,0
Sud-Kivu,November,1997,0,0
Sud-Kivu,January,1998,0,0
Sud-Kivu,February,1998,3,0
Sud-Kivu,March,1998,2,0
Sud-Kivu,April,1998,0,0
Sud-Kivu,May,1998,0,0
Sud-Kivu,June,1998,0,0
Sud-Kivu,July,1998,0,0
Sud-Kivu,August,1998,3,0
Sud-Kivu,September,1998,1,0
Sud-Kivu,October,1998,1,0
Sud-Kivu,December,1998,0,0
Sud-Kivu,February,1999,0,0
Sud-Kivu,April,1999,0,0
Sud-Kivu,May,1999,1,0
Sud-Kivu,June,1999,1,0
Sud-Kivu,August,1999,0,0
Sud-Kivu,November,1999,0,0
Sud-Kivu,January,2000,0,0
Sud-Kivu,February,2000,0,0
Sud-Kivu,March,2000,0,0
Sud-Kivu,April,2000,0,0
Sud-Kivu,May,2000,0,0
Sud-Kivu,June,2000,0,0
Sud-Kivu,July,2000,0,0
Sud-Kivu,August,2000,0,0
Sud-Kivu,September,2000,0,0
Sud-Kivu,October,2000,0,0
Sud-Kivu,November,2000,0,0
Sud-Kivu,December,2000,0,0
Sud-Kivu,January,2001,0,0
Sud-Kivu,March,2001,1,0
Sud-Kivu,April,2001,0,0
Sud-Kivu,May,2001,0,0
Sud-Kivu,June,2001,0,0
Sud-Kivu,August,2001,0,0
Sud-Kivu,October,2001,0,0
Sud-Kivu,December,2001,0,0
Sud-Kivu,January,2002,1,0
Sud-Kivu,February,2002,0,0
Sud-Kivu,March,2002,1,0
Sud-Kivu,May,2002,1,0
Sud-Kivu,June,2002,0,0
Sud-Kivu,September,2002,0,0
Sud-Kivu,October,2002,5,0
Sud-Kivu,November,2002,0,0
Sud-Kivu,December,2002,1,0
Sud-Kivu,January,2003,0,0
Sud-Kivu,February,2003,0,0
Sud-Kivu,March,2003,0,0
Sud-Kivu,May,2003,0,0
Sud-Kivu,June,2003,0,0
Sud-Kivu,July,2003,0,0
Sud-Kivu,September,2003,0,0
Sud-Kivu,October,2003,0,0
Sud-Kivu,November,2003,0,0
Sud-Kivu,December,2003,0,0
Sud-Kivu,January,2004,0,0
Sud-Kivu,February,2004,0,0
Sud-Kivu,March,2004,0,0
Sud-Kivu,June,2004,4,0
Sud-Kivu,July,2004,0,0
Sud-Kivu,August,2004,1,0
Sud-Kivu,September,2004,0,0
Sud-Kivu,October,2004,2,0
Sud-Kivu,November,2004,0,0
Sud-Kivu,December,2004,5,0
Sud-Kivu,February,2005,0,0
Sud-Kivu,March,2005,0,0
Sud-Kivu,April,2005,0,0
Sud-Kivu,May,2005,0,0
Sud-Kivu,June,2005,0,0
Sud-Kivu,August,2005,1,0
Sud-Kivu,September,2005,0,0
Sud-Kivu,November,2005,1,0
Sud-Kivu,December,2005,0,0
Sud-Kivu,January,2006,0,0
Sud-Kivu,February,2006,0,0
Sud-Kivu,March,2006,1,0
Sud-Kivu,April,2006,0,0
Sud-Kivu,May,2006,0,0
Sud-Kivu,June,2006,0,0
Sud-Kivu,July,2006,0,0
Sud-Kivu,August,2006,0,0
Sud-Kivu,September,2006,0,0
Sud-Kivu,October,2006,0,0
Sud-Kivu,November,2006,0,0
Sud-Kivu,December,2006,0,0
Sud-Kivu,January,2007,0,0
Sud-Kivu,February,2007,0,0
Sud-Kivu,March,2007,0,0
Sud-Kivu,April,2007,0,0
Sud-Kivu,May,2007,0,0
Sud-Kivu,July,2007,2,0
Sud-Kivu,August,2007,0,0
Sud-Kivu,September,2007,2,0
Sud-Kivu,October,2007,0,0
Sud-Kivu,November,2007,0,0
Sud-Kivu,December,2007,0,0
Sud-Kivu,January,2008,0,0
Sud-Kivu,February,2008,1,0
Sud-Kivu,March,2008,0,0
Sud-Kivu,April,2008,0,0
Sud-Kivu,May,2008,0,0
Sud-Kivu,June,2008,1,0
Sud-Kivu,July,2008,0,0
Sud-Kivu,August,2008,0,0
Sud-Kivu,September,2008,1,0
Sud-Kivu,October,2008,0,0
Sud-Kivu,February,2009,7,0
Sud-Kivu,March,2009,3,0
Sud-Kivu,June,2009,0,0
Sud-Kivu,July,2009,1,0
Sud-Kivu,November,2009,0,0
Sud-Kivu,January,2010,0,0
Sud-Kivu,May,2010,0,0
Sud-Kivu,July,2010,0,0
Sud-Kivu,August,2010,1,0
Sud-Kivu,September,2010,0,0
Sud-Kivu,November,2010,0,0
Sud-Kivu,December,2010,0,0
Sud-Kivu,January,2011,1,0
Sud-Kivu,February,2011,1,0
Sud-Kivu,March,2011,0,0
Sud-Kivu,April,2011,0,0
Sud-Kivu,May,2011,0,0
Sud-Kivu,June,2011,4,0
Sud-Kivu,August,2011,0,0
Sud-Kivu,September,2011,0,0
Sud-Kivu,October,2011,0,0
Sud-Kivu,November,2011,1,0
Sud-Kivu,December,2011,0,0
Sud-Kivu,March,2012,1,0
Sud-Kivu,April,2012,0,0
Sud-Kivu,June,2012,0,0
Sud-Kivu,September,2012,1,0
Sud-Kivu,November,2012,0,0
Sud-Kivu,December,2012,0,0
Sud-Kivu,January,2013,0,0
Sud-Kivu,February,2013,0,0
Sud-Kivu,March,2013,0,0
Sud-Kivu,April,2013,1,0
Sud-Kivu,May,2013,0,0
Sud-Kivu,June,2013,0,0
Sud-Kivu,July,2013,0,0
Sud-Kivu,September,2013,0,0
Sud-Kivu,October,2013,0,0
Sud-Kivu,November,2013,0,0
Sud-Kivu,December,2013,0,0
Sud-Kivu,January,2014,0,0
Sud-Kivu,February,2014,0,0
Sud-Kivu,March,2014,0,0
Sud-Kivu,May,2014,0,0
Sud-Kivu,June,2014,0,0
Sud-Kivu,July,2014,0,0
Sud-Kivu,August,2014,2,0
Sud-Kivu,September,2014,0,0
Sud-Kivu,October,2014,0,0
Sud-Kivu,November,2014,0,0
Sud-Kivu,December,2014,0,0
Sud-Kivu,January,2015,0,0
Sud-Kivu,February,2015,0,0
Sud-Kivu,April,2015,1,0
Sud-Kivu,June,2015,0,0
Sud-Kivu,August,2015,1,0
Sud-Kivu,September,2015,0,0
Sud-Kivu,November,2015,0,0
Sud-Kivu,December,2015,0,0
Sud-Kivu,January,2016,0,0
Sud-Kivu,February,2016,0,0
Sud-Kivu,March,2016,0,0
Sud-Kivu,May,2016,0,0
Sud-Kivu,June,2016,0,0
Sud-Kivu,July,2016,0,0
Sud-Kivu,September,2016,0,0
Sud-Kivu,October,2016,0,0
Sud-Kivu,December,2016,0,0
Sud-Kivu,February,2017,0,0
Sud-Kivu,March,2017,0,0
Sud-Kivu,April,2017,1,0
Sud-Kivu,May,2017,3,0
Sud-Kivu,June,2017,1,0
Sud-Kivu,August,2017,0,0
Sud-Kivu,September,2017,1,0
Sud-Kivu,October,2017,0,0
Sud-Kivu,January,2018,0,0
Sud-Kivu,April,2018,0,0
Sud-Kivu,May,2018,0,0
Sud-Kivu,June,2018,0,0
Sud-Kivu,July,2018,0,0
Sud-Kivu,August,2018,0,0
Sud-Kivu,September,2018,2,0
Sud-Kivu,November,2018,1,0
Sud-Kivu,February,2019,0,0
Sud-Kivu,March,2019,0,0
Sud-Kivu,April,2019,1,0
Sud-Kivu,May,2019,0,0
Sud-Kivu,July,2019,2,0
Sud-Kivu,September,2019,0,0
Sud-Kivu,November,2019,0,0
Sud-Kivu,December,2019,0,0
Sud-Kivu,August,2020,0,0
Sud-Kivu,December,2020,0,0
Sud-Kivu,March,2022,0,0
Sud-Kivu,November,2022,1,0
Sud-Kivu,April,2023,1,0
Sud-Kivu,June,2023,0,0
Sud-Kivu,July,2023,1,0
Sud-Kivu,October,2023,0,0
Sud-Kivu,November,2023,0,0
Sud-Kivu,December,2023,1,0
Sud-Kivu,February,2024,0,0
Sud-Kivu,March,2024,0,0
Sud-Kivu,April,2024,0,0
Sud-Kivu,September,2024,0,0
Sud-Kivu,October,2024,1,0
Sud-Kivu,November,2024,0,0
Sud-Kivu,December,2024,0,0
Sud-Kivu,January,2025,0,0
Sud-Kivu,July,2025,0,0
Sud-Kivu,October,2025,1,0
Sud-Kivu,January,2026,0,0
Sud-Kivu,November,2001,1,1
Sud-Kivu,July,2002,5,1
Sud-Kivu,August,2003,1,1
Sud-Kivu,October,2005,1,1
Sud-Kivu,June,2007,3,1
Sud-Kivu,November,2008,1,1
Sud-Kivu,October,2009,1,1
Sud-Kivu,June,2010,1,1
Sud-Kivu,May,2012,1,1
Sud-Kivu,July,2012,2,1
Sud-Kivu,October,2012,1,1
Sud-Kivu,July,2015,1,1
Sud-Kivu,October,2015,1,1
Sud-Kivu,August,2016,1,1
Sud-Kivu,October,2018,1,1
Sud-Kivu,October,2019,2,1
Sud-Kivu,January,2020,1,1
Sud-Kivu,March,2020,1,1
Sud-Kivu,April,2020,1,1
Sud-Kivu,July,2020,2,1
Sud-Kivu,September,2020,1,1
Sud-Kivu,October,2020,3,1
Sud-Kivu,June,2021,2,1
Sud-Kivu,August,2021,4,1
Sud-Kivu,August,2022,3,1
Sud-Kivu,October,2022,3,1
Sud-Kivu,February,2023,1,1
Sud-Kivu,March,2023,2,1
Sud-Kivu,September,2023,1,1
Sud-Kivu,June,2024,1,1
Sud-Kivu,July,2024,3,1
Sud-Kivu,August,2024,1,1
Sud-Kivu,September,2001,1,2
Sud-Kivu,December,2008,2,2
Sud-Kivu,February,2012,1,2
Sud-Kivu,August,2013,1,2
Sud-Kivu,May,2015,2,2
Sud-Kivu,November,2016,2,2
Sud-Kivu,December,2017,3,2
Sud-Kivu,March,2018,1,2
Sud-Kivu,January,2019,2,2
Sud-Kivu,June,2019,3,2
Sud-Kivu,February,2020,3,2
Sud-Kivu,May,2020,2,2
Sud-Kivu,April,2021,5,2
Sud-Kivu,October,2021,3,2
Sud-Kivu,December,2021,3,2
Sud-Kivu,September,2022,3,2
Sud-Kivu,April,2025,5,2
Sud-Kivu,September,2025,8,2
Sud-Kivu,July,2005,3,3
Sud-Kivu,July,2011,3,3
Sud-Kivu,April,2014,1,3
Sud-Kivu,March,2015,1,3
Sud-Kivu,April,2016,2,3
Sud-Kivu,January,2017,2,3
Sud-Kivu,February,2018,1,3
Sud-Kivu,December,2018,2,3
Sud-Kivu,August,2019,3,3
Sud-Kivu,June,2020,6,3
Sud-Kivu,May,2021,4,3
Sud-Kivu,September,2021,5,3
Sud-Kivu,December,2022,3,3
Sud-Kivu,August,2023,4,3
Sud-Kivu,January,2024,3,3
Sud-Kivu,January,2005,1,4
Sud-Kivu,July,2017,2,4
Sud-Kivu,February,2021,6,4
Sud-Kivu,May,2024,4,4
Sud-Kivu,June,2025,7,4
Sud-Kivu,December,1997,3,5
Sud-Kivu,January,1999,3,5
Sud-Kivu,November,2020,2,5
Sud-Kivu,March,2021,8,5
Sud-Kivu,July,2021,11,5
Sud-Kivu,July,2022,7,5
Sud-Kivu,January,2023,2,5
Sud-Kivu,May,2025,5,5
Sud-Kivu,November,2017,2,6
Sud-Kivu,June,2022,5,6
Sud-Kivu,May,2023,4,6
Sud-Kivu,November,2025,4,6
Sud-Kivu,December,2025,8,6
Sud-Kivu,October,1999,1,7
Sud-Kivu,October,2010,2,8
Sud-Kivu,January,2012,5,8
Sud-Kivu,January,2022,8,8
Sud-Kivu,February,2022,6,8
Sud-Kivu,May,2022,6,8
Sud-Kivu,January,2021,5,9
Sud-Kivu,April,2022,8,9
Sud-Kivu,May,1997,1,10
Sud-Kivu,January,2009,3,10
Sud-Kivu,May,2009,2,10
Sud-Kivu,February,2001,1,11
Sud-Kivu,August,2025,8,11
Sud-Kivu,November,2021,3,12
Sud-Kivu,August,2012,1,18
Sud-Kivu,December,2009,5,24
Sud-Kivu,December,1999,2,26
Sud-Kivu,August,2002,4,26
Sud-Kivu,April,2004,4,26
Sud-Kivu,August,2009,3,26
Sud-Kivu,September,1999,1,30
Sud-Kivu,February,2010,4,32
Sud-Kivu,May,2004,11,43
Sud-Kivu,April,2003,10,44
Sud-Kivu,July,2001,6,49
Sud-Kivu,March,2025,23,49
Sud-Kivu,April,2009,1,50
Sud-Kivu,February,2025,21,53
Sud-Kivu,November,1998,1,70
Sud-Kivu,March,1999,1,72
Sud-Kivu,July,1999,2,90
Sud-Kivu,March,2010,1,90
Sud-Kivu,April,2010,2,96
Sud-Kivu,September,2009,6,1064
Sud-Kivu,April,2002,7,1990
Kwilu,January,1997,0,0
Kwilu,February,1997,0,0
Kwilu,March,1997,0,0
Kwilu,April,1997,0,0
Kwilu,May,1997,0,0
Kwilu,June,1997,0,0
Kwilu,July,1997,0,0
Kwilu,August,1997,0,0
Kwilu,September,1997,0,0
Kwilu,October,1997,0,0
Kwilu,November,1997,0,0
Kwilu,December,1997,0,0
Kwilu,January,1998,0,0
Kwilu,February,1998,0,0
Kwilu,March,1998,0,0
Kwilu,April,1998,0,0
Kwilu,May,1998,0,0
Kwilu,June,1998,0,0
Kwilu,July,1998,0,0
Kwilu,August,1998,0,0
Kwilu,September,1998,0,0
Kwilu,October,1998,0,0
Kwilu,November,1998,0,0
Kwilu,December,1998,0,0
Kwilu,January,1999,0,0
Kwilu,February,1999,0,0
Kwilu,March,1999,0,0
Kwilu,April,1999,0,0
Kwilu,May,1999,0,0
Kwilu,June,1999,0,0
Kwilu,July,1999,0,0
Kwilu,August,1999,0,0
Kwilu,September,1999,0,0
Kwilu,October,1999,0,0
Kwilu,November,1999,0,0
Kwilu,December,1999,0,0
Kwilu,January,2000,0,0
Kwilu,February,2000,0,0
Kwilu,March,2000,0,0
Kwilu,April,2000,0,0
Kwilu,May,2000,0,0
Kwilu,June,2000,0,0
Kwilu,July,2000,0,0
Kwilu,August,2000,0,0
Kwilu,September,2000,0,0
Kwilu,October,2000,0,0
Kwilu,November,2000,0,0
Kwilu,December,2000,0,0
Kwilu,January,2001,0,0
Kwilu,February,2001,0,0
Kwilu,March,2001,0,0
Kwilu,April,2001,0,0
Kwilu,May,2001,0,0
Kwilu,June,2001,0,0
Kwilu,July,2001,0,0
Kwilu,August,2001,0,0
Kwilu,September,2001,0,0
Kwilu,October,2001,0,0
Kwilu,November,2001,0,0
Kwilu,December,2001,0,0
Kwilu,January,2002,0,0
Kwilu,February,2002,0,0
Kwilu,March,2002,0,0
Kwilu,April,2002,0,0
Kwilu,May,2002,0,0
Kwilu,June,2002,0,0
Kwilu,July,2002,0,0
Kwilu,August,2002,0,0
Kwilu,September,2002,0,0
Kwilu,October,2002,0,0
Kwilu,November,2002,0,0
Kwilu,December,2002,0,0
Kwilu,January,2003,0,0
Kwilu,February,2003,0,0
Kwilu,March,2003,0,0
Kwilu,April,2003,0,0
Kwilu,May,2003,0,0
Kwilu,June,2003,0,0
Kwilu,July,2003,0,0
Kwilu,August,2003,0,0
Kwilu,September,2003,0,0
Kwilu,October,2003,0,0
Kwilu,November,2003,0,0
Kwilu,December,2003,0,0
Kwilu,January,2004,0,0
Kwilu,February,2004,0,0
Kwilu,March,2004,0,0
Kwilu,April,2004,0,0
Kwilu,May,2004,0,0
Kwilu,June,2004,0,0
Kwilu,July,2004,0,0
Kwilu,August,2004,0,0
Kwilu,September,2004,0,0
Kwilu,October,2004,0,0
Kwilu,November,2004,0,0
Kwilu,December,2004,0,0
Kwilu,January,2005,0,0
Kwilu,February,2005,0,0
Kwilu,March,2005,0,0
Kwilu,April,2005,0,0
Kwilu,May,2005,0,0
Kwilu,June,2005,0,0
Kwilu,July,2005,0,0
Kwilu,August,2005,0,0
Kwilu,September,2005,0,0
Kwilu,October,2005,0,0
Kwilu,November,2005,0,0
Kwilu,December,2005,0,0
Kwilu,January,2006,0,0
Kwilu,February,2006,0,0
Kwilu,March,2006,0,0
Kwilu,April,2006,0,0
Kwilu,May,2006,0,0
Kwilu,June,2006,0,0
Kwilu,July,2006,0,0
Kwilu,August,2006,0,0
Kwilu,September,2006,0,0
Kwilu,October,2006,0,0
Kwilu,November,2006,0,0
Kwilu,December,2006,0,0
Kwilu,January,2007,0,0
Kwilu,February,2007,0,0
Kwilu,March,2007,0,0
Kwilu,April,2007,0,0
Kwilu,May,2007,0,0
Kwilu,June,2007,0,0
Kwilu,July,2007,0,0
Kwilu,August,2007,0,0
Kwilu,September,2007,0,0
Kwilu,October,2007,0,0
Kwilu,November,2007,0,0
Kwilu,December,2007,0,0
Kwilu,January,2008,0,0
Kwilu,February,2008,0,0
Kwilu,March,2008,0,0
Kwilu,April,2008,0,0
