Province,Month,Year,Events,Fatalities
Tshopo,March,2014,0,0
Tshopo,April,2014,0,0
Tshopo,May,2014,0,0
Tshopo,June,2014,0,0
Tshopo,July,2014,0,0
Tshopo,August,2014,0,0
Tshopo,September,2014,0,0
Tshopo,October,2014,0,0
Tshopo,November,2014,0,0
Tshopo,December,2014,0,0
Tshopo,January,2015,0,0
Tshopo,February,2015,0,0
Tshopo,March,2015,0,0
Tshopo,April,2015,0,0
Tshopo,May,2015,0,0
Tshopo,June,2015,0,0
Tshopo,July,2015,0,0
Tshopo,August,2015,0,0
Tshopo,September,2015,0,0
Tshopo,October,2015,0,0
Tshopo,November,2015,0,0
Tshopo,December,2015,0,0
Tshopo,January,2016,0,0
Tshopo,February,2016,0,0
Tshopo,March,2016,0,0
Tshopo,April,2016,0,0
Tshopo,May,2016,0,0
Tshopo,June,2016,0,0
Tshopo,July,2016,0,0
Tshopo,August,2016,0,0
Tshopo,September,2016,0,0
Tshopo,October,2016,0,0
Tshopo,November,2016,0,0
Tshopo,December,2016,0,0
Tshopo,February,2017,0,0
Tshopo,March,2017,0,0
Tshopo,April,2017,0,0
Tshopo,May,2017,0,0
Tshopo,June,2017,0,0
Tshopo,July,2017,0,0
Tshopo,August,2017,0,0
Tshopo,September,2017,0,0
Tshopo,October,2017,0,0
Tshopo,November,2017,0,0
Tshopo,December,2017,0,0
Tshopo,January,2018,0,0
Tshopo,February,2018,0,0
Tshopo,April,2018,0,0
Tshopo,May,2018,0,0
Tshopo,June,2018,0,0
Tshopo,July,2018,0,0
Tshopo,August,2018,0,0
Tshopo,September,2018,0,0
Tshopo,October,2018,0,0
Tshopo,November,2018,0,0
Tshopo,December,2018,0,0
Tshopo,January,2019,0,0
Tshopo,February,2019,0,0
Tshopo,March,2019,0,0
Tshopo,April,2019,0,0
Tshopo,May,2019,0,0
Tshopo,July,2019,0,0
Tshopo,August,2019,0,0
Tshopo,September,2019,0,0
Tshopo,October,2019,0,0
Tshopo,November,2019,0,0
Tshopo,December,2019,0,0
Tshopo,January,2020,0,0
Tshopo,February,2020,0,0
Tshopo,March,2020,0,0
Tshopo,April,2020,0,0
Tshopo,May,2020,0,0
Tshopo,June,2020,0,0
Tshopo,July,2020,0,0
Tshopo,August,2020,0,0
Tshopo,September,2020,0,0
Tshopo,October,2020,0,0
Tshopo,November,2020,0,0
Tshopo,December,2020,0,0
Tshopo,January,2021,0,0
Tshopo,March,2021,0,0
Tshopo,April,2021,0,0
Tshopo,May,2021,0,0
Tshopo,June,2021,0,0
Tshopo,August,2021,0,0
Tshopo,September,2021,0,0
Tshopo,October,2021,0,0
Tshopo,November,2021,0,0
Tshopo,December,2021,0,0
Tshopo,January,2022,0,0
Tshopo,February,2022,0,0
Tshopo,March,2022,0,0
Tshopo,April,2022,0,0
Tshopo,May,2022,0,0
Tshopo,June,2022,0,0
Tshopo,July,2022,0,0
Tshopo,August,2022,0,0
Tshopo,September,2022,0,0
Tshopo,October,2022,0,0
Tshopo,November,2022,0,0
Tshopo,December,2022,0,0
Tshopo,January,2023,0,0
Tshopo,February,2023,0,0
Tshopo,June,2023,0,0
Tshopo,August,2023,0,0
Tshopo,September,2023,0,0
Tshopo,December,2023,0,0
Tshopo,February,2024,0,0
Tshopo,March,2024,0,0
Tshopo,April,2024,0,0
Tshopo,July,2024,0,0
Tshopo,October,2024,0,0
Tshopo,January,2025,0,0
Tshopo,July,2025,0,0
Tshopo,September,2025,0,0
Tshopo,November,2025,0,0
Tshopo,December,2025,0,0
Tshopo,January,2026,0,0
Tshopo,August,2000,0,0
Tshopo,January,2017,0,0
Tshopo,March,2018,0,0
Tshopo,July,2021,0,0
Tshopo,September,2024,0,0
Tshopo,November,2024,0,0
Tshopo,December,2024,0,0
Tshopo,March,2025,0,0
Tshopo,April,2025,0,0
Tshopo,May,2025,0,0
Tshopo,August,2025,0,0
Tshopo,February,2025,0,0
Tshopo,February,2021,0,0
Tshopo,March,2023,0,0
Tshopo,October,2025,0,0
Tshopo,January,2010,0,0
Tshopo,June,2019,0,0
Tshopo,January,2024,0,0
Tshopo,June,2012,0,0
Tshopo,July,2023,0,0
Tshopo,November,2023,0,0
Tshopo,June,2024,0,0
Tshopo,August,2024,0,0
Tshopo,May,2000,0,0
Tshopo,April,2023,0,0
Tshopo,June,2025,0,0
Tshopo,March,2010,0,0
Tshopo,March,2011,0,0
Tshopo,May,1999,0,0
Tshopo,March,2009,0,0
Tshopo,April,1997,0,0
Tshopo,November,2001,0,0
Tshopo,October,2023,0,0
Tshopo,May,2024,0,0
Tshopo,November,2009,0,0
Tshopo,February,2012,0,0
Tshopo,January,1999,0,0
Tshopo,May,2023,0,0
Tshopo,March,1997,0,0
Tshopo,June,2000,0,0
Tshopo,May,2002,0,0
Tshopo,August,1999,0,0
Tshopo,April,1999,0,0
Sankuru,January,1997,0,0
Sankuru,February,1997,0,0
Sankuru,March,1997,0,0
Sankuru,April,1997,0,0
Sankuru,May,1997,0,0
Sankuru,June,1997,0,0
Sankuru,July,1997,0,0
Sankuru,August,1997,0,0
Sankuru,September,1997,0,0
Sankuru,October,1997,0,0
Sankuru,November,1997,0,0
Sankuru,December,1997,0,0
Sankuru,January,1998,0,0
Sankuru,February,1998,0,0
Sankuru,March,1998,0,0
Sankuru,April,1998,0,0
Sankuru,May,1998,0,0
Sankuru,June,1998,0,0
Sankuru,July,1998,0,0
Sankuru,August,1998,0,0
Sankuru,September,1998,0,0
Sankuru,October,1998,0,0
Sankuru,November,1998,0,0
Sankuru,December,1998,0,0
Sankuru,January,1999,0,0
Sankuru,February,1999,0,0
Sankuru,March,1999,0,0
Sankuru,April,1999,0,0
Sankuru,June,1999,0,0
Sankuru,July,1999,0,0
Sankuru,August,1999,0,0
Sankuru,September,1999,0,0
Sankuru,October,1999,0,0
Sankuru,November,1999,0,0
Sankuru,December,1999,0,0
Sankuru,January,2000,0,0
Sankuru,February,2000,0,0
Sankuru,March,2000,0,0
Sankuru,April,2000,0,0
Sankuru,May,2000,0,0
Sankuru,June,2000,0,0
Sankuru,July,2000,0,0
Sankuru,August,2000,0,0
Sankuru,September,2000,0,0
Sankuru,October,2000,0,0
Sankuru,November,2000,0,0
Sankuru,December,2000,0,0
Sankuru,January,2001,0,0
Sankuru,February,2001,0,0
Sankuru,March,2001,0,0
Sankuru,April,2001,0,0
Sankuru,May,2001,0,0
Sankuru,June,2001,0,0
Sankuru,July,2001,0,0
Sankuru,August,2001,0,0
Sankuru,September,2001,0,0
Sankuru,October,2001,0,0
Sankuru,November,2001,0,0
Sankuru,December,2001,0,0
Sankuru,January,2002,0,0
Sankuru,February,2002,0,0
Sankuru,March,2002,0,0
Sankuru,April,2002,0,0
Sankuru,May,2002,0,0
Sankuru,June,2002,0,0
Sankuru,July,2002,0,0
Sankuru,August,2002,0,0
Sankuru,September,2002,0,0
Sankuru,October,2002,0,0
Sankuru,November,2002,0,0
Sankuru,December,2002,0,0
Sankuru,January,2003,0,0
Sankuru,February,2003,0,0
Sankuru,March,2003,0,0
Sankuru,April,2003,0,0
Sankuru,May,2003,0,0
Sankuru,June,2003,0,0
Sankuru,July,2003,0,0
Sankuru,August,2003,0,0
Sankuru,September,2003,0,0
Sankuru,October,2003,0,0
Sankuru,November,2003,0,0
Sankuru,December,2003,0,0
Sankuru,January,2004,0,0
Sankuru,February,2004,0,0
Sankuru,March,2004,0,0
Sankuru,April,2004,0,0
Sankuru,May,2004,0,0
Sankuru,June,2004,0,0
Sankuru,July,2004,0,0
Sankuru,August,2004,0,0
Sankuru,September,2004,0,0
Sankuru,October,2004,0,0
Sankuru,November,2004,0,0
Sankuru,December,2004,0,0
Sankuru,January,2005,0,0
Sankuru,February,2005,0,0
Sankuru,March,2005,0,0
Sankuru,April,2005,0,0
Sankuru,May,2005,0,0
Sankuru,June,2005,0,0
Sankuru,July,2005,0,0
Sankuru,August,2005,0,0
Sankuru,September,2005,0,0
Sankuru,October,2005,0,0
Sankuru,November,2005,0,0
Sankuru,December,2005,0,0
Sankuru,January,2006,0,0
Sankuru,February,2006,0,0
Sankuru,March,2006,0,0
Sankuru,April,2006,0,0
Sankuru,May,2006,0,0
Sankuru,June,2006,0,0
Sankuru,July,2006,0,0
Sankuru,August,2006,0,0
Sankuru,September,2006,0,0
Sankuru,October,2006,0,0
Sankuru,November,2006,0,0
Sankuru,December,2006,0,0
Sankuru,January,2007,0,0
Sankuru,February,2007,0,0
Sankuru,January,2013,28,0
Sankuru,August,2014,0,0
Sankuru,September,2014,0,0
Sankuru,October,2014,0,0
Sankuru,November,2014,0,0
Sankuru,December,2014,0,0
Sankuru,January,2015,0,0
Sankuru,February,2015,0,0
Sankuru,March,2015,0,0
Sankuru,April,2015,0,0
Sankuru,May,2015,0,0
Sankuru,June,2015,0,0
Sankuru,July,2015,0,0
Sankuru,August,2015,0,0
Sankuru,September,2015,0,0
Sankuru,October,2015,0,0
Sankuru,November,2015,0,0
Sankuru,December,2015,0,0
Sankuru,January,2016,0,0
Sankuru,February,2016,0,0
Sankuru,March,2016,0,0
Sankuru,April,2016,0,0
Sankuru,May,2016,0,0
Sankuru,June,2016,0,0
Sankuru,July,2016,0,0
Sankuru,August,2016,0,0
Sankuru,September,2016,0,0
Sankuru,October,2016,0,0
Sankuru,November,2016,0,0
Sankuru,December,2016,0,0
Sankuru,January,2017,0,0
Sankuru,February,2017,0,0
Sankuru,March,2017,0,0
Sankuru,April,2017,0,0
Sankuru,June,2017,0,0
Sankuru,July,2017,0,0
Sankuru,August,2017,0,0
Sankuru,September,2017,0,0
Sankuru,October,2017,1,0
Sankuru,November,2017,0,0
Sankuru,December,2017,0,0
Sankuru,January,2018,0,0
Sankuru,February,2018,1,0
Sankuru,March,2018,0,0
Sankuru,April,2018,0,0
Sankuru,May,2018,1,0
Sankuru,June,2018,0,0
Sankuru,July,2018,0,0
Sankuru,August,2018,0,0
Sankuru,September,2018,0,0
Sankuru,October,2018,0,0
Sankuru,November,2018,0,0
Sankuru,December,2018,0,0
Sankuru,January,2019,0,0
Sankuru,February,2019,0,0
Sankuru,March,2019,0,0
Sankuru,April,2019,0,0
Sankuru,May,2019,0,0
Sankuru,June,2019,0,0
Sankuru,July,2019,0,0
Sankuru,August,2019,0,0
Sankuru,September,2019,0,0
Sankuru,October,2019,0,0
Sankuru,November,2019,0,0
Sankuru,December,2019,0,0
Sankuru,January,2020,0,0
Sankuru,February,2020,0,0
Sankuru,March,2020,0,0
Sankuru,April,2020,0,0
Sankuru,May,2020,0,0
Sankuru,June,2020,0,0
Sankuru,July,2020,0,0
Sankuru,August,2020,0,0
Sankuru,September,2020,0,0
Sankuru,October,2020,0,0
Sankuru,November,2020,0,0
Sankuru,December,2020,0,0
Sankuru,January,2021,0,0
Sankuru,February,2021,0,0
Sankuru,March,2021,0,0
Sankuru,April,2021,0,0
Sankuru,May,2021,0,0
Sankuru,June,2021,0,0
Sankuru,July,2021,0,0
Sankuru,August,2021,0,0
Sankuru,September,2021,0,0
Sankuru,October,2021,0,0
Sankuru,November,2021,0,0
Sankuru,December,2021,0,0
Sankuru,January,2022,0,0
Sankuru,February,2022,0,0
Sankuru,March,2022,0,0
Sankuru,April,2022,0,0
Sankuru,May,2022,0,0
Sankuru,June,2022,0,0
Sankuru,July,2022,0,0
Sankuru,August,2022,0,0
Sankuru,September,2022,0,0
Sankuru,October,2022,0,0
Sankuru,November,2022,0,0
Sankuru,December,2022,0,0
Sankuru,January,2023,0,0
Sankuru,February,2023,0,0
Sankuru,March,2023,0,0
Sankuru,April,2023,0,0
Sankuru,May,2023,0,0
Sankuru,June,2023,0,0
Sankuru,July,2023,0,0
Sankuru,August,2023,0,0
Sankuru,September,2023,0,0
Sankuru,October,2023,0,0
Sankuru,November,2023,0,0
Sankuru,December,2023,0,0
Sankuru,January,2024,0,0
Sankuru,February,2024,0,0
Sankuru,March,2024,0,0
Sankuru,April,2024,0,0
Sankuru,May,2024,0,0
Sankuru,June,2024,0,0
Sankuru,July,2024,0,0
Sankuru,August,2024,0,0
Sankuru,September,2024,0,0
Sankuru,October,2024,0,0
Sankuru,November,2024,0,0
Sankuru,December,2024,0,0
Sankuru,January,2025,0,0
Sankuru,February,2025,0,0
Sankuru,March,2025,0,0
Sankuru,May,2025,0,0
Sankuru,June,2025,0,0
Sankuru,July,2025,0,0
Sankuru,August,2025,0,0
Sankuru,September,2025,0,0
Sankuru,October,2025,0,0
Sankuru,November,2025,0,0
Sankuru,December,2025,0,0
Sankuru,January,2026,0,0
Lualaba,January,1997,0,0
Lualaba,February,1997,0,0
Lualaba,March,1997,0,0
Lualaba,April,1997,0,0
Lualaba,May,1997,0,0
Lualaba,June,1997,0,0
Lualaba,July,1997,0,0
Lualaba,August,1997,0,0
Lualaba,September,1997,0,0
Lualaba,October,1997,0,0
Lualaba,November,1997,0,0
Lualaba,December,1997,0,0
Lualaba,January,1998,0,0
Lualaba,February,1998,0,0
Lualaba,March,1998,0,0
Lualaba,April,1998,0,0
Lualaba,May,1998,0,0
Lualaba,June,1998,0,0
Lualaba,July,1998,0,0
Lualaba,August,1998,0,0
Lualaba,September,1998,0,0
Lualaba,October,1998,0,0
Lualaba,November,1998,0,0
Lualaba,December,1998,0,0
Lualaba,January,1999,0,0
Lualaba,February,1999,0,0
Lualaba,March,1999,0,0
Lualaba,April,1999,0,0
Lualaba,May,1999,0,0
Lualaba,June,1999,0,0
Lualaba,July,1999,0,0
Lualaba,August,1999,0,0
Lualaba,September,1999,0,0
Lualaba,October,1999,0,0
Lualaba,November,1999,0,0
Lualaba,December,1999,0,0
Lualaba,January,2000,0,0
Lualaba,February,2000,0,0
Lualaba,March,2000,0,0
Lualaba,April,2000,0,0
Lualaba,May,2000,0,0
Lualaba,June,2000,0,0
Lualaba,July,2000,0,0
Lualaba,August,2000,0,0
Lualaba,September,2000,0,0
Lualaba,October,2000,0,0
Lualaba,November,2000,0,0
Lualaba,December,2000,0,0
Lualaba,January,2001,0,0
Lualaba,February,2001,0,0
Lualaba,March,2001,0,0
Lualaba,April,2001,0,0
Lualaba,May,2001,0,0
Lualaba,June,2001,0,0
Lualaba,July,2001,0,0
Lualaba,August,2001,0,0
Lualaba,September,2001,0,0
Lualaba,October,2001,0,0
Lualaba,November,2001,0,0
Lualaba,December,2001,0,0
Lualaba,January,2002,0,0
Lualaba,February,2002,0,0
Lualaba,March,2002,0,0
Lualaba,April,2002,0,0
Lualaba,May,2002,0,0
Lualaba,June,2002,0,0
Lualaba,July,2002,0,0
Lualaba,August,2002,0,0
Lualaba,September,2002,0,0
Lualaba,October,2002,0,0
Lualaba,November,2002,0,0
Lualaba,December,2002,0,0
Lualaba,January,2003,0,0
Lualaba,February,2003,0,0
Lualaba,March,2003,0,0
Lualaba,April,2003,0,0
Lualaba,May,2003,0,0
Lualaba,June,2003,0,0
Lualaba,July,2003,0,0
Lualaba,August,2003,0,0
Lualaba,September,2003,0,0
Lualaba,October,2003,0,0
Lualaba,November,2003,0,0
Lualaba,December,2003,0,0
Lualaba,January,2004,0,0
Lualaba,February,2004,0,0
Lualaba,March,2004,0,0
Lualaba,April,2004,0,0
Lualaba,May,2004,0,0
Lualaba,June,2004,0,0
Lualaba,July,2004,0,0
Lualaba,August,2004,0,0
Lualaba,September,2004,0,0
Lualaba,October,2004,0,0
Lualaba,November,2004,0,0
Lualaba,December,2004,0,0
Lualaba,January,2005,0,0
Lualaba,February,2005,0,0
Lualaba,March,2005,0,0
Lualaba,April,2005,0,0
Lualaba,May,2005,0,0
Lualaba,June,2005,0,0
Lualaba,July,2005,0,0
Lualaba,August,2005,0,0
Lualaba,September,2005,0,0
Lualaba,October,2005,0,0
Lualaba,November,2005,0,0
Lualaba,December,2005,0,0
Lualaba,January,2006,0,0
Lualaba,February,2006,0,0
Lualaba,March,2006,0,0
Lualaba,April,2006,0,0
Lualaba,May,2006,0,0
Lualaba,June,2006,0,0
Lualaba,July,2006,0,0
Lualaba,August,2006,0,0
Lualaba,September,2006,0,0
Lualaba,October,2006,0,0
Lualaba,November,2006,0,0
Lualaba,December,2006,0,0
Lualaba,January,2007,0,0
Lualaba,February,2007,0,0
Lualaba,March,2007,0,0
Lualaba,April,2007,0,0
Lualaba,May,2007,0,0
Lualaba,June,2007,0,0
Lualaba,July,2007,0,0
Lualaba,August,2007,0,0
Lualaba,September,2007,0,0
Lualaba,October,2007,0,0
Lualaba,November,2007,0,0
Lualaba,December,2007,0,0
Lualaba,January,2008,0,0
Lualaba,February,2008,0,0
Lualaba,March,2008,0,0
Lualaba,April,2008,0,0
Lualaba,May,2008,0,0
Lualaba,June,2008,0,0
Lualaba,July,2008,0,0
Lualaba,August,2008,0,0
Lualaba,September,2008,0,0
Lualaba,October,2008,0,0
Lualaba,November,2008,0,0
Lualaba,December,2008,0,0
Lualaba,January,2009,0,0
Lualaba,February,2009,0,0
Lualaba,March,2009,0,0
Lualaba,April,2009,0,0
Lualaba,May,2009,0,0
Lualaba,June,2009,0,0
Lualaba,July,2009,0,0
Lualaba,August,2009,0,0
Lualaba,September,2009,0,0
Lualaba,October,2009,0,0
Lualaba,November,2009,0,0
Lualaba,December,2009,0,0
Lualaba,January,2010,0,0
Lualaba,February,2010,0,0
Lualaba,March,2010,0,0
Lualaba,April,2010,0,0
Lualaba,May,2010,0,0
Lualaba,June,2010,0,0
Lualaba,July,2010,0,0
Lualaba,August,2010,0,0
Lualaba,September,2010,0,0
Lualaba,October,2010,0,0
Lualaba,November,2010,0,0
Lualaba,December,2010,0,0
Lualaba,January,2011,0,0
Lualaba,February,2011,0,0
Lualaba,March,2011,0,0
Lualaba,April,2011,0,0
Lualaba,May,2011,0,0
Lualaba,June,2011,0,0
Lualaba,July,2011,0,0
Lualaba,August,2011,0,0
Lualaba,September,2011,0,0
Lualaba,October,2011,0,0
Lualaba,November,2011,0,0
Lualaba,December,2011,0,0
Lualaba,January,2012,0,0
Lualaba,February,2012,0,0
Lualaba,March,2012,0,0
Lualaba,April,2012,0,0
Lualaba,May,2012,0,0
Lualaba,June,2012,0,0
Lualaba,July,2012,0,0
Lualaba,August,2012,0,0
Lualaba,September,2012,0,0
Lualaba,October,2012,0,0
Lualaba,November,2012,0,0
Lualaba,December,2012,0,0
Lualaba,January,2013,0,0
Lualaba,February,2013,0,0
Lualaba,March,2013,0,0
Lualaba,April,2013,0,0
Lualaba,May,2013,0,0
Lualaba,June,2013,0,0
Lualaba,July,2013,0,0
Lualaba,August,2013,0,0
Lualaba,September,2013,0,0
Lualaba,October,2013,0,0
Lualaba,November,2013,0,0
Lualaba,December,2013,0,0
Lualaba,January,2014,0,0
Lualaba,February,2014,0,0
Lualaba,March,2014,0,0
Lualaba,April,2014,0,0
Lualaba,May,2014,0,0
Lualaba,June,2014,0,0
Lualaba,July,2014,0,0
Lualaba,August,2014,0,0
Lualaba,September,2014,0,0
Lualaba,October,2014,0,0
Lualaba,November,2014,0,0
Lualaba,December,2014,0,0
Lualaba,January,2015,0,0
Lualaba,February,2015,0,0
Lualaba,March,2015,0,0
Lualaba,April,2015,0,0
Lualaba,May,2015,0,0
Lualaba,June,2015,0,0
Lualaba,July,2015,0,0
Lualaba,August,2015,0,0
Lualaba,September,2015,0,0
Lualaba,October,2015,0,0
Lualaba,November,2015,0,0
Lualaba,December,2015,0,0
Lualaba,January,2016,0,0
Lualaba,February,2016,0,0
Lualaba,March,2016,0,0
Lualaba,April,2016,0,0
Lualaba,May,2016,0,0
Lualaba,June,2016,0,0
Lualaba,July,2016,0,0
Lualaba,August,2016,0,0
Lualaba,September,2016,0,0
Lualaba,October,2016,0,0
Lualaba,November,2016,0,0
Lualaba,December,2016,0,0
Lualaba,January,2017,0,0
Lualaba,February,2017,0,0
Lualaba,March,2017,0,0
Lualaba,April,2017,0,0
Lualaba,May,2017,0,0
Lualaba,June,2017,0,0
Lualaba,July,2017,0,0
Lualaba,August,2017,0,0
Lualaba,September,2017,0,0
Lualaba,October,2017,0,0
Lualaba,November,2017,0,0
Lualaba,December,2017,0,0
Lualaba,January,2018,0,0
Lualaba,February,2018,0,0
Lualaba,March,2018,0,0
Lualaba,April,2018,0,0
Lualaba,May,2018,0,0
Lualaba,June,2018,0,0
Lualaba,July,2018,0,0
Lualaba,August,2018,0,0
Lualaba,September,2018,0,0
Lualaba,October,2018,0,0
Lualaba,November,2018,0,0
Lualaba,December,2018,0,0
Lualaba,January,2019,0,0
Lualaba,February,2019,0,0
Lualaba,March,2019,0,0
Lualaba,April,2019,0,0
Lualaba,May,2019,0,0
Lualaba,June,2019,0,0
Lualaba,July,2019,0,0
Lualaba,August,2019,0,0
Lualaba,September,2019,0,0
Lualaba,October,2019,0,0
Lualaba,November,2019,0,0
Lualaba,December,2019,0,0
Lualaba,January,2020,0,0
Lualaba,February,2020,0,0
Lualaba,March,2020,0,0
Lualaba,April,2020,0,0
Lualaba,May,2020,0,0
Lualaba,June,2020,0,0
Lualaba,July,2020,0,0
Lualaba,August,2020,0,0
Lualaba,September,2020,0,0
Lualaba,October,2020,0,0
Lualaba,November,2020,0,0
Lualaba,December,2020,0,0
Lualaba,January,2021,0,0
Lualaba,February,2021,0,0
Lualaba,March,2021,0,0
Lualaba,April,2021,0,0
Lualaba,May,2021,0,0
Lualaba,June,2021,0,0
Lualaba,July,2021,0,0
Lualaba,August,2021,0,0
Lualaba,September,2021,0,0
Lualaba,October,2021,0,0
Lualaba,November,2021,0,0
Lualaba,December,2021,0,0
Lualaba,January,2022,0,0
Lualaba,February,2022,0,0
Lualaba,March,2022,0,0
Lualaba,April,2022,0,0
Lualaba,May,2022,0,0
Lualaba,June,2022,0,0
Lualaba,July,2022,0,0
Lualaba,August,2022,0,0
Lualaba,September,2022,0,0
Lualaba,October,2022,0,0
Lualaba,November,2022,0,0
Lualaba,December,2022,0,0
Lualaba,January,2023,0,0
Lualaba,February,2023,2,0
Lualaba,March,2023,0,0
Lualaba,April,2023,0,0
Lualaba,May,2023,0,0
Lualaba,June,2023,0,0
Lualaba,July,2023,0,0
Lualaba,August,2023,0,0
Lualaba,September,2023,0,0
Lualaba,October,2023,0,0
Lualaba,November,2023,0,0
Lualaba,December,2023,0,0
Lualaba,January,2024,0,0
Lualaba,February,2024,0,0
Lualaba,April,2024,0,0
Lualaba,May,2024,0,0
Lualaba,June,2024,0,0
Lualaba,July,2024,0,0
Lualaba,August,2024,0,0
Lualaba,September,2024,0,0
Lualaba,November,2024,0,0
Lualaba,December,2024,0,0
Lualaba,January,2025,0,0
Lualaba,February,2025,0,0
Lualaba,March,2025,0,0
Lualaba,April,2025,0,0
Lualaba,May,2025,0,0
Lualaba,June,2025,0,0
Lualaba,July,2025,0,0
Lualaba,August,2025,0,0
Lualaba,September,2025,0,0
Lualaba,October,2025,0,0
Lualaba,November,2025,0,0
Lualaba,December,2025,0,0
Lualaba,January,2026,0,0
Tanganyika,January,1997,0,0
Tanganyika,February,1997,0,0
Tanganyika,March,1997,0,0
Tanganyika,April,1997,0,0
Tanganyika,May,1997,0,0
Tanganyika,June,1997,0,0
Tanganyika,July,1997,0,0
Tanganyika,August,1997,0,0
Tanganyika,September,1997,0,0
Tanganyika,October,1997,0,0
Tanganyika,November,1997,0,0
Tanganyika,December,1997,0,0
Tanganyika,January,1998,0,0
Tanganyika,February,1998,0,0
Tanganyika,March,1998,0,0
Tanganyika,April,1998,0,0
Tanganyika,May,1998,0,0
Tanganyika,June,1998,0,0
Tanganyika,July,1998,0,0
Tanganyika,August,1998,0,0
Tanganyika,September,1998,0,0
Tanganyika,October,1998,0,0
Tanganyika,November,1998,0,0
Tanganyika,December,1998,0,0
Tanganyika,January,1999,1,0
Tanganyika,February,1999,0,0
Tanganyika,March,1999,0,0
Tanganyika,April,1999,0,0
Tanganyika,May,1999,0,0
Tanganyika,June,1999,0,0
Tanganyika,July,1999,0,0
Tanganyika,August,1999,0,0
Tanganyika,September,1999,0,0
Tanganyika,October,1999,0,0
Tanganyika,November,1999,0,0
Tanganyika,December,1999,0,0
Tanganyika,January,2000,0,0
Tanganyika,February,2000,0,0
Tanganyika,March,2000,0,0
Tanganyika,April,2000,0,0
Tanganyika,May,2000,0,0
Tanganyika,June,2000,0,0
Tanganyika,July,2000,0,0
Tanganyika,August,2000,0,0
Tanganyika,September,2000,0,0
Tanganyika,October,2000,0,0
Tanganyika,November,2000,0,0
Tanganyika,December,2000,0,0
Tanganyika,January,2001,0,0
Tanganyika,February,2001,0,0
Tanganyika,March,2001,0,0
Tanganyika,April,2001,0,0
Tanganyika,May,2001,0,0
Tanganyika,June,2001,0,0
Tanganyika,July,2001,0,0
Tanganyika,August,2001,0,0
Tanganyika,September,2001,0,0
Tanganyika,October,2001,0,0
Tanganyika,November,2001,0,0
Tanganyika,December,2001,0,0
Tanganyika,January,2002,0,0
Tanganyika,February,2002,0,0
Tanganyika,March,2002,0,0
Tanganyika,April,2002,0,0
Tanganyika,May,2002,0,0
Tanganyika,June,2002,0,0
Tanganyika,July,2002,0,0
Tanganyika,August,2002,0,0
Tanganyika,September,2002,0,0
Tanganyika,October,2002,0,0
Tanganyika,November,2002,0,0
Tanganyika,December,2002,0,0
Tanganyika,January,2003,0,0
Tanganyika,February,2003,0,0
Tanganyika,March,2003,0,0
Tanganyika,April,2003,0,0
Tanganyika,May,2003,0,0
Tanganyika,June,2003,0,0
Tanganyika,July,2003,0,0
Tanganyika,August,2003,0,0
Tanganyika,September,2003,0,0
Tanganyika,October,2003,0,0
Tanganyika,November,2003,0,0
Tanganyika,December,2003,0,0
Tanganyika,January,2004,0,0
Tanganyika,February,2004,0,0
Tanganyika,March,2004,0,0
Tanganyika,April,2004,0,0
Tanganyika,May,2004,0,0
Tanganyika,June,2004,0,0
Tanganyika,July,2004,0,0
Tanganyika,August,2004,0,0
Tanganyika,September,2004,0,0
Tanganyika,October,2004,0,0
Tanganyika,November,2004,0,0
Tanganyika,December,2004,0,0
Tanganyika,January,2005,0,0
Tanganyika,February,2005,0,0
Tanganyika,March,2005,0,0
Tanganyika,April,2005,0,0
Tanganyika,May,2005,0,0
Tanganyika,June,2005,0,0
Tanganyika,July,2005,0,0
Tanganyika,August,2005,0,0
Tanganyika,September,2005,0,0
Tanganyika,October,2005,0,0
Tanganyika,November,2005,0,0
Tanganyika,December,2005,0,0
Tanganyika,January,2006,0,0
Tanganyika,February,2006,0,0
Tanganyika,March,2006,0,0
Tanganyika,April,2006,0,0
Tanganyika,May,2006,1,0
Tanganyika,June,2006,0,0
Tanganyika,July,2006,0,0
Tanganyika,August,2006,0,0
Tanganyika,September,2006,0,0
Tanganyika,October,2006,0,0
Tanganyika,November,2006,0,0
Tanganyika,December,2006,0,0
Tanganyika,January,2007,0,0
Tanganyika,February,2007,0,0
Tanganyika,March,2007,0,0
Tanganyika,April,2007,0,0
Tanganyika,May,2007,0,0
Tanganyika,June,2007,0,0
Tanganyika,July,2007,0,0
Tanganyika,August,2007,0,0
Tanganyika,September,2007,0,0
Tanganyika,October,2007,0,0
Tanganyika,November,2007,0,0
Tanganyika,December,2007,0,0
Tanganyika,January,2008,0,0
Tanganyika,February,2008,0,0
Tanganyika,March,2008,0,0
Tanganyika,April,2008,0,0
Tanganyika,May,2008,0,0
Tanganyika,June,2008,0,0
Tanganyika,July,2008,0,0
Tanganyika,August,2008,0,0
Tanganyika,September,2008,0,0
Tanganyika,October,2008,0,0
Tanganyika,November,2008,0,0
Tanganyika,December,2008,0,0
Tanganyika,January,2009,0,0
Tanganyika,February,2009,0,0
Tanganyika,March,2009,0,0
Tanganyika,April,2009,0,0
Tanganyika,May,2009,0,0
Tanganyika,June,2009,0,0
Tanganyika,July,2009,0,0
Tanganyika,August,2009,0,0
Tanganyika,September,2009,0,0
Tanganyika,October,2009,0,0
Tanganyika,November,2009,0,0
